CIR:60416-38112j,60416+60334j,60416+60416j,60416+60416j,60410+60402j,-37811-10477j,-59467-56080j,6821-4391j,39869+24716j,-74+4310j,-21396-14583j,-14086-12698j,-9713-4675j,-19905-8778j,-26262-29150j,-9926-30961j,47-22506j,47-242j,46+47j,46+47j,34+46j,-2996-3810j,-782+235j,-13719+749j,-9130-47j,-7515+273j,-6509-2257j,-13781-8497j,-20296-14433j,-16451-12645j,-7109-1820j,-1779+4957j,55+5112j,55+118j,55+55j,55+56j,36+58j,-5111-2904j,-631-1001j,-5086+3915j,-9608+9752j,-18028+8099j,-11463+1248j,-3667-5681j,326-10551j,-1921-10653j,-6382-5591j,-5210-438j,
CIR:60416-38316j,60416+60365j,60416+60416j,60416+60416j,60415+60412j,-36904-9049j,-59540-56066j,5479-5077j,39931+24046j,-61+4029j,-21992-14126j,-14928-11783j,-10138-4438j,-19849-9434j,-26211-30609j,-9645-31171j,47-22379j,47-235j,47+47j,47+47j,38+46j,-2872-4053j,-728+313j,-13627+715j,-9284-19j,-8014+159j,-6817-2598j,-13791-8874j,-20204-14455j,-16205-12685j,-6803-1810j,-1802+4867j,56+5084j,56+157j,55+56j,56+56j,46+54j,-5189-2814j,-606-1029j,-5072+3940j,-9522+9810j,-18245+8321j,-11375+1485j,-3532-5571j,342-10363j,-2289-10506j,-6698-5801j,-5347-614j,
CIR:60416-38453j,60416+60362j,60416+60416j,60416+60416j,60411+60414j,-36558-8517j,-59514-56415j,5848-5844j,40270+23153j,10+3558j,-22250-14233j,-15280-11928j,-9940-4890j,-19737-10111j,-26314-31076j,-9875-31476j,48-22403j,48-236j,47+48j,47+48j,36+36j,-2993-4637j,-651+248j,-13554+691j,-9298-196j,-8230-190j,-6766-2571j,-13642-8267j,-20260-14169j,-16427-12503j,-7139-1828j,-1961+4917j,56+5136j,56+121j,56+56j,56+56j,47+51j,-5399-3076j,-624-1081j,-4889+3576j,-9376+9751j,-18206+8259j,-11323+1454j,-3481-5673j,230-10606j,-2625-10593j,-7164-5824j,-5512-509j,
CIR:60416-38439j,60416+60378j,60416+60416j,60416+60416j,60411+60414j,-36816-8663j,-59558-56242j,6369-5493j,40531+22938j,-28+2916j,-22171-14761j,-14994-12223j,-9617-5273j,-19503-10600j,-26052-31589j,-9886-31392j,47-22379j,47-193j,47+47j,46+47j,44+44j,-2701-4765j,-682+178j,-13135+829j,-9023-223j,-7912-255j,-6756-2697j,-13649-8291j,-20083-13703j,-16477-12342j,-7034-1797j,-1940+4820j,55+5143j,55+120j,55+56j,54+56j,57+45j,-5367-3012j,-555-1065j,-4352+3977j,-9298+10060j,-18154+8111j,-11651+1012j,-3738-5938j,-40-10620j,-2850-10591j,-7541-6061j,-5498-692j,
CIR:60416-38582j,60416+60356j,60416+60416j,60416+60416j,60415+60413j,-37132-8833j,-59564-56121j,6450-5191j,40203+23511j,-371+2899j,-22302-15343j,-14893-13322j,-9442-6336j,-19112-11105j,-25666-31144j,-9966-31202j,47-22238j,47-202j,48+47j,48+47j,37+41j,-2330-4711j,-638+246j,-12827+1107j,-9107+71j,-7775-215j,-6106-2490j,-13287-8082j,-20134-13452j,-16690-12137j,-7598-1690j,-2275+4761j,56+5039j,56+106j,56+56j,56+56j,46+51j,-4925-3087j,-522-943j,-4017+4163j,-9219+10074j,-18330+8280j,-11524+1282j,-3684-6070j,-6-10547j,-3053-10451j,-7543-6029j,-5640-785j,
CIR:60416-38632j,60416+60385j,60416+60416j,60416+60416j,60415+60414j,-37361-9562j,-59583-56211j,6481-4940j,39489+23829j,-1586+3489j,-22556-14987j,-14773-13265j,-9625-6255j,-19258-11047j,-25566-31101j,-9841-31112j,48-22145j,48-157j,47+47j,46+47j,46+43j,-2263-4382j,-580+243j,-12259+944j,-9205-136j,-7689-252j,-6311-2704j,-13447-8500j,-20254-13739j,-16692-12352j,-7593-1804j,-2185+4729j,56+5086j,56+122j,55+56j,54+56j,51+54j,-5066-2640j,-465-957j,-4098+4062j,-9434+10366j,-18312+8399j,-11595+1164j,-3643-6217j,314-10853j,-2894-10652j,-7470-5984j,-5571-903j,
CIR:60416-38265j,60416+60337j,60416+60416j,60416+60416j,60413+60414j,-37463-8949j,-59513-56083j,6119-4978j,38488+24134j,-2621+3920j,-23032-14398j,-14974-12933j,-10023-5946j,-19535-10955j,-25601-30937j,-9736-31081j,47-22385j,47-206j,46+48j,46+48j,39+38j,-2315-4463j,-587+166j,-12133+1021j,-9408+89j,-7699-58j,-6312-2729j,-13271-8508j,-19902-13799j,-16373-12355j,-7622-1732j,-2392+4713j,55+5054j,56+140j,56+56j,55+56j,51+62j,-5046-2902j,-496-884j,-3822+4282j,-9620+10146j,-18336+8059j,-11295+779j,-3370-6056j,250-10649j,-3319-10633j,-8012-5829j,-5944-693j,
CIR:60416-38175j,60416+60369j,60416+60416j,60416+60416j,60413+60412j,-37489-10088j,-59588-56321j,6488-5372j,37670+23997j,-4318+4449j,-23692-13682j,-15040-12391j,-10154-5706j,-20068-10738j,-25722-30877j,-9914-31296j,47-22571j,47-168j,47+48j,46+47j,34+39j,-2066-4264j,-570+178j,-11948+778j,-9707-27j,-7726+213j,-6484-2384j,-13658-8444j,-20116-13699j,-16597-11885j,-7565-1706j,-2234+4710j,55+5079j,55+120j,55+56j,55+55j,48+51j,-5034-3040j,-505-788j,-3695+4504j,-9730+10394j,-18115+7947j,-11000+559j,-3394-6267j,351-10500j,-3167-10480j,-8017-5864j,-5877-801j,
CIR:60416-38040j,60416+60389j,60416+60416j,60416+60416j,60411+60415j,-37498-10743j,-59462-56621j,7264-5816j,37169+24214j,-5526+5287j,-24634-12861j,-15752-12122j,-10691-5525j,-20165-10570j,-25788-31241j,-9573-31660j,47-22703j,47-141j,47+47j,47+47j,41+43j,-2093-4306j,-579+200j,-11826+836j,-9767+201j,-7943+247j,-6559-2503j,-13253-8383j,-19882-13401j,-16570-11755j,-7341-1432j,-2028+4739j,56+4933j,56+100j,56+56j,55+56j,43+56j,-4817-3642j,-545-909j,-3673+4198j,-10031+10210j,-18421+7643j,-11225+223j,-3335-6522j,572-10386j,-2956-9846j,-8066-5491j,-6269-680j,
CIR:60416-37529j,60416+60351j,60416+60416j,60416+60416j,60413+60414j,-37323-10955j,-59323-56525j,8079-6021j,37199+24314j,-5716+5703j,-24924-12661j,-15889-11511j,-10751-4699j,-20509-10147j,-26124-31716j,-9621-31991j,48-22998j,47-216j,46+48j,46+48j,35+42j,-1802-4362j,-534+120j,-12073+876j,-9877+261j,-7962+406j,-6354-2321j,-13287-8083j,-19870-13363j,-16378-11602j,-7567-1367j,-2319+4710j,57+4979j,56+128j,55+56j,55+56j,46+53j,-5022-3839j,-540-985j,-3453+4004j,-9785+10067j,-18275+7680j,-11060+265j,-3093-6464j,400-10160j,-2842-9593j,-7761-5190j,-6073-777j,
CIR:60416-38217j,60416+60402j,60416+60416j,60416+60416j,60416+60416j,-34417-7851j,-59220-56993j,5830-6198j,37691+26502j,-5411+7759j,-25070-12311j,-16358-12008j,-11256-5153j,-21293-10816j,-26983-33105j,-9658-32392j,47-22709j,47-146j,47+48j,46+47j,44+47j,-2354-4608j,-657+126j,-12166+1197j,-9768+322j,-8093+440j,-6691-2218j,-13536-8175j,-20416-13681j,-16721-12052j,-7282-1487j,-2067+4717j,55+4939j,55+116j,56+56j,55+56j,53+56j,-5329-4281j,-577-998j,-3650+4097j,-9958+10021j,-18673+7884j,-11291+127j,-3150-6716j,686-10329j,-3304-9494j,-8206-4768j,-6066-566j,
CIR:60416-37481j,60416+60317j,60416+60416j,60416+60416j,60412+60407j,-36607-11849j,-59010-56858j,9206-5857j,36562+27654j,-7366+9131j,-25986-11396j,-16047-12329j,-10646-5983j,-20800-11309j,-26846-32449j,-9956-32319j,47-23025j,47-195j,47+47j,46+47j,41+46j,-2132-4303j,-697+99j,-11761+743j,-9645+286j,-7791+472j,-6304-2286j,-13087-8100j,-19835-13200j,-16310-11759j,-7411-1639j,-2167+4654j,55+4803j,55+151j,56+55j,56+56j,42+46j,-4651-4137j,-569-929j,-4063+3856j,-10191+9652j,-18141+7578j,-10909+231j,-3108-6377j,450-10070j,-3303-9302j,-8170-4577j,-6308-512j,
CIR:60416-37326j,60416+60338j,60416+60416j,60416+60416j,60407+60412j,-36845-13389j,-58919-57131j,9576-5697j,35921+28919j,-8666+10835j,-26347-10313j,-16190-12021j,-10877-5740j,-21413-11119j,-27110-32543j,-9863-32439j,47-23191j,47-174j,47+47j,46+47j,33+45j,-2332-4637j,-776-33j,-11691+687j,-9815+265j,-7568+565j,-6214-2237j,-13119-7766j,-19708-13014j,-16092-11489j,-7460-1607j,-2300+4505j,56+4772j,56+93j,55+56j,54+56j,32+60j,-4550-4096j,-713-886j,-4281+3827j,-10630+9274j,-18092+7219j,-11038+208j,-3234-6340j,337-9710j,-2969-9001j,-7891-4444j,-6094-581j,
CIR:60416-38137j,60416+60398j,60416+60416j,60416+60416j,60416+60416j,-35044-11601j,-59079-57681j,7975-6541j,36349+29297j,-8414+11556j,-26859-10186j,-16467-12206j,-10690-5987j,-21505-11513j,-27552-33397j,-9975-32352j,47-22677j,47-139j,47+47j,47+46j,45+44j,-2512-5003j,-652-60j,-11928+753j,-9436+415j,-7581+967j,-6271-1868j,-13641-7889j,-20280-13415j,-16583-11939j,-7634-1747j,-2283+4324j,55+4700j,55+117j,56+56j,56+56j,55+53j,-4801-4309j,-648-911j,-4362+3351j,-10659+9118j,-18563+7347j,-10929+10j,-3232-6547j,478-9772j,-3157-8723j,-7903-4085j,-5990-336j,
CIR:60416-37461j,60416+60372j,60416+60416j,60416+60416j,60410+60410j,-37474-15986j,-58951-57974j,11737-6520j,36575+29161j,-8932+11800j,-26730-9507j,-15877-11852j,-10158-5917j,-21122-11003j,-27420-32167j,-10419-32235j,47-23215j,47-134j,46+47j,46+46j,31+29j,-1919-4669j,-748+114j,-11665+961j,-9547+580j,-7475+951j,-6000-1838j,-13083-7742j,-19629-13179j,-16385-11598j,-7738-1735j,-2453+4227j,55+4407j,56+110j,55+56j,55+56j,40+64j,-4551-3713j,-611-903j,-4544+3178j,-10556+8974j,-18229+7238j,-10798+200j,-3482-6175j,187-9488j,-3121-8510j,-7803-4225j,-6054-256j,
CIR:60416-37937j,60416+60401j,60416+60416j,60416+60416j,60416+60416j,-35590-14591j,-58931-58237j,10894-6606j,37910+31165j,-7008+13759j,-26576-9269j,-16552-12354j,-10325-6154j,-20812-11260j,-27086-32541j,-10014-32007j,47-22855j,47-80j,47+47j,47+48j,46+48j,-2031-4852j,-798+122j,-12396+917j,-9538+316j,-7510+424j,-6044-2057j,-13420-7876j,-20072-13360j,-16773-11679j,-7924-1551j,-2527+4376j,56+4385j,55+83j,55+55j,56+56j,55+57j,-5069-3872j,-708-760j,-5039+3458j,-10644+9126j,-18645+7377j,-11069-59j,-3321-6393j,37-9883j,-3394-8795j,-8099-3964j,-6125-256j,
CIR:60416-37773j,60416+60360j,60416+60416j,60416+60416j,60415+60412j,-36253-15781j,-58956-58269j,11420-6202j,37912+32482j,-7015+15310j,-26598-8695j,-16561-13141j,-10008-7002j,-20351-10899j,-26818-30946j,-10263-31367j,47-22920j,47-138j,46+48j,46+48j,33+44j,-1914-4537j,-727+72j,-11956+809j,-9325+264j,-7271+501j,-5891-1930j,-13451-7945j,-20399-13443j,-17065-11801j,-8030-1836j,-2417+4215j,56+4228j,55+71j,54+56j,54+56j,47+49j,-5037-4338j,-612-733j,-4838+3750j,-10464+9135j,-18389+7597j,-10916+439j,-3497-6021j,333-9642j,-3075-8936j,-7902-4231j,-6152+2j,
CIR:60416-37603j,60416+60383j,60416+60416j,60416+60416j,60410+60416j,-37076-16696j,-59013-58412j,11362-5679j,38262+33211j,-6944+16193j,-26577-8324j,-16474-12585j,-10047-6513j,-20417-10094j,-26988-30625j,-10301-31628j,47-23215j,47-113j,48+47j,48+47j,43+40j,-1729-4523j,-708+174j,-11985+817j,-9137+267j,-7198+710j,-5838-1473j,-13362-7502j,-20364-12985j,-16996-11424j,-8039-1732j,-2503+4301j,56+4213j,55+70j,56+56j,56+56j,44+52j,-4939-4326j,-701-703j,-5170+3507j,-10572+9293j,-18874+7826j,-11347+538j,-3764-6015j,257-9580j,-2951-8447j,-7697-3844j,-6204-153j,
CIR:60416-37424j,60416+60388j,60416+60416j,60416+60416j,60416+60413j,-37483-17086j,-59132-58546j,10198-6180j,37748+32743j,-6791+15651j,-26201-8582j,-16007-12796j,-9560-6214j,-20012-9637j,-26779-29859j,-10463-31414j,47-23214j,46-155j,46+47j,46+46j,40+39j,-1668-3819j,-660+161j,-12027+756j,-9098+235j,-7138+942j,-5937-1332j,-13395-7460j,-20209-13321j,-16846-11952j,-8213-1859j,-2560+4259j,56+4261j,56+85j,55+56j,54+55j,49+53j,-4894-4171j,-693-645j,-5670+3798j,-11134+9298j,-19270+7982j,-11503+506j,-3537-6272j,197-9709j,-3004-8433j,-7749-3703j,-6157+16j,
CIR:60416-37504j,60416+60376j,60416+60416j,60416+60416j,60414+60415j,-37685-17190j,-59374-58653j,9536-6469j,38314+32134j,-5440+14609j,-25307-9354j,-15473-13247j,-9117-6401j,-19831-9626j,-26707-29655j,-10337-31298j,48-23185j,47-152j,46+47j,46+47j,37+39j,-1812-3436j,-678+235j,-12386+950j,-9020+211j,-6953+984j,-6072-1293j,-13656-7442j,-20502-13238j,-17024-11785j,-8305-1877j,-2635+4080j,56+4004j,56+96j,55+56j,55+56j,40+45j,-4960-4109j,-621-668j,-5630+3797j,-11082+9800j,-19495+8363j,-11690+851j,-3598-6402j,448-9903j,-2902-8591j,-7699-3921j,-6121-89j,
CIR:60416-38448j,60416+60405j,60416+60416j,60416+60416j,60416+60416j,-36075-13822j,-59465-58713j,6108-7790j,39524+31691j,-2691+14492j,-24280-9668j,-15896-13580j,-9611-6740j,-19860-10403j,-26497-30874j,-9928-31235j,47-22385j,46-115j,46+47j,46+47j,46+47j,-1935-3181j,-592+200j,-13151+944j,-9018-36j,-7222+834j,-6215-1094j,-13918-7304j,-20983-13615j,-17542-12164j,-8586-1806j,-2741+4383j,56+4366j,55+55j,55+56j,55+56j,55+56j,-5298-4097j,-577-663j,-5550+3774j,-10946+10172j,-20003+9038j,-12133+1439j,-3395-6214j,895-10208j,-2413-8886j,-7646-4046j,-6076-148j,
CIR:60416-37885j,60416+60389j,60416+60416j,60416+60416j,60416+60412j,-38717-16603j,-59552-58540j,7719-7103j,40298+30629j,-1479+13324j,-23340-9563j,-15650-12621j,-9841-6083j,-19566-10298j,-25847-30984j,-9769-31378j,47-22730j,47-118j,47+47j,47+47j,41+38j,-2025-2746j,-605+313j,-12890+628j,-8580-122j,-6976+693j,-6309-989j,-14218-7193j,-20869-13271j,-17184-12298j,-8189-2101j,-2547+4065j,56+4099j,56+77j,56+56j,56+56j,52+45j,-4933-4085j,-571-730j,-5105+3711j,-10413+10008j,-19646+8855j,-12081+1578j,-3583-5689j,700-9649j,-2449-8649j,-7485-4024j,-6092-178j,
CIR:60416-38172j,60416+60366j,60416+60416j,60416+60416j,60408+60413j,-38858-15613j,-59614-58416j,7403-6887j,41168+29789j,486+12069j,-22508-10211j,-15558-12750j,-9775-6566j,-19114-10987j,-25620-31198j,-9866-31407j,47-22527j,47-112j,47+47j,47+47j,36+31j,-2111-2505j,-676+307j,-13403+875j,-8571-28j,-6924+861j,-6423-972j,-14265-7517j,-21417-14114j,-17607-12893j,-8083-2170j,-2432+4460j,56+4217j,56+86j,55+56j,56+56j,44+52j,-4704-3741j,-470-697j,-5007+3654j,-9965+10160j,-19643+8849j,-12043+1470j,-3256-5659j,939-9396j,-2655-8836j,-7559-4253j,-6086-348j,
CIR:60416-37907j,60416+60408j,60416+60416j,60416+60416j,60416+60416j,-38775-13894j,-59765-58208j,6844-6222j,42220+29650j,2217+11122j,-21558-11507j,-15081-13451j,-9482-6704j,-19035-11055j,-25919-31670j,-9951-31605j,46-22817j,46-63j,47+47j,47+47j,46+47j,-2590-2627j,-622+266j,-13431+544j,-8357-397j,-6793+479j,-6177-1102j,-14312-7546j,-21493-14089j,-17674-12963j,-8128-1865j,-2540+4555j,54+4455j,55+60j,56+56j,56+56j,55+56j,-4726-3364j,-439-752j,-4841+3965j,-9585+10322j,-19585+8910j,-12211+1866j,-3119-5467j,998-9326j,-2447-8876j,-7391-4405j,-5648-209j,
CIR:60416-37699j,60416+60407j,60416+60416j,60416+60416j,60416+60416j,-38953-13040j,-59865-57709j,6298-5132j,42346+28994j,3712+9692j,-20154-12031j,-14230-13382j,-9143-6522j,-19127-10810j,-26282-31403j,-10217-31358j,47-22932j,47-90j,47+48j,46+47j,46+47j,-2536-2864j,-561+218j,-13546+522j,-8261-160j,-6784+751j,-6136-1028j,-14232-7575j,-21350-14404j,-17674-13263j,-8361-2157j,-2627+4620j,55+4576j,55+65j,55+56j,54+56j,54+56j,-4724-3269j,-449-854j,-4702+4056j,-9551+10226j,-19694+8790j,-12385+1610j,-3340-5307j,788-9523j,-2516-9085j,-7238-4630j,-5557-215j,
CIR:60416-37464j,60416+60386j,60416+60416j,60416+60416j,60413+60412j,-40267-13548j,-59826-57019j,8018-3853j,42312+28193j,3438+8204j,-19426-12798j,-13122-13942j,-8656-7224j,-19256-11074j,-26418-30429j,-10666-31334j,48-23083j,48-119j,47+47j,47+47j,37+27j,-2382-3018j,-578+194j,-13444+385j,-8217-186j,-6858+892j,-6304-944j,-14124-7686j,-21041-14367j,-17580-13161j,-8251-2257j,-2799+4614j,56+4624j,56+80j,56+56j,55+56j,42+50j,-4442-3095j,-472-809j,-4822+3715j,-9592+9904j,-19461+8594j,-12143+1803j,-3088-5283j,836-9533j,-2442-9274j,-7243-4667j,-5399-139j,
CIR:60416-37589j,60416+60389j,60416+60416j,60416+60416j,60411+60416j,-39596-10879j,-59868-56341j,7361-2764j,42293+27324j,3435+6752j,-19193-13847j,-12801-14090j,-8524-7267j,-19066-11104j,-26563-30266j,-10625-31199j,47-22990j,47-123j,47+48j,47+47j,39+38j,-2141-3055j,-537+203j,-13060+640j,-8274+229j,-6944+1046j,-6482-1154j,-14363-7833j,-21346-14399j,-17703-12936j,-8187-1895j,-2736+4745j,56+4634j,56+46j,56+56j,56+56j,51+51j,-4542-3138j,-420-1034j,-4723+3897j,-9332+10001j,-19218+8501j,-12143+1322j,-3140-5685j,931-10060j,-2309-9769j,-6967-4795j,-5313-51j,
CIR:60416-37393j,60416+60380j,60416+60416j,60416+60416j,60412+60413j,-39593-9848j,-59724-55609j,7620-2193j,41608+26159j,2531+4747j,-19668-15002j,-13052-14492j,-8520-7633j,-18797-11252j,-26376-30068j,-10911-30968j,47-23167j,47-133j,47+46j,47+46j,39+36j,-1991-2782j,-610+392j,-13096+954j,-8699+471j,-7097+1156j,-6556-1085j,-14675-7756j,-21340-14008j,-17516-12863j,-8152-2050j,-2637+4676j,56+4657j,55+59j,55+55j,56+54j,47+43j,-4771-3324j,-462-1096j,-4508+3494j,-9343+9711j,-18791+8165j,-11857+1412j,-2977-5867j,982-10187j,-2390-9846j,-7234-4853j,-5362+27j,
CIR:60416-37429j,60416+60399j,60416+60416j,60416+60416j,60416+60414j,-38720-8361j,-59610-55087j,7584-1521j,40855+24780j,1348+2612j,-20385-16323j,-13595-14646j,-8840-7524j,-18774-11667j,-26120-30853j,-10369-31315j,46-23252j,46-114j,46+47j,46+47j,39+39j,-1520-2964j,-564+654j,-13197+1695j,-8593+820j,-7108+1104j,-6743-1463j,-14583-7876j,-21173-14089j,-17431-12604j,-8120-1837j,-2642+4609j,55+4505j,55+67j,55+56j,55+56j,51+50j,-4755-3160j,-507-1268j,-4460+3368j,-9696+9488j,-19037+8189j,-11788+1173j,-3000-6196j,814-10791j,-2597-10113j,-7195-5046j,-5478+3j,
CIR:60416-37426j,60416+60386j,60416+60416j,60416+60416j,60413+60414j,-38329-6662j,-59538-54788j,8464-1590j,40556+23536j,36+202j,-21035-18061j,-13765-15217j,-9211-7576j,-19252-11822j,-25930-31107j,-10088-31288j,47-23310j,48-124j,48+47j,47+47j,44+47j,-1572-2631j,-594+836j,-13029+1697j,-8806+941j,-7370+838j,-7115-1717j,-14803-8039j,-21362-14017j,-17391-12460j,-8055-1810j,-2237+4554j,56+4455j,56+80j,56+55j,56+56j,50+52j,-4593-3554j,-526-1438j,-4376+3243j,-9827+9627j,-19090+8053j,-11559+1239j,-2602-6308j,1140-10688j,-2695-10191j,-7372-4914j,-5374-32j,
